ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-OUBA350,Outsystems Developer,Backend Developer,7,Mid-Level,Kab. Bekasi,"Sarjana di Universitas Widyatama, Program Sarjana (S1), Sedang Berjalan (2023 – Sekarang)","Diploma di IDE LPKIA Bandung, Program Diploma (D3), Lulus (2011 - 2014)",,0,0,,"Outsystems, Java 8, VB .Net, C#, Python, MySQL, SQL Server Management Studio (SSMS), PostgreSQL, Dbeaver, pgAdmin, Cucumber, Katalon, Selenium, RPA, Postman, Jira, Agile Project Management, Spreadsheet, Project Libre, MyOb, Accurate Accounting, Microsoft Office (Word, Excel, Power Point, Access, Outlook), Power BI","[""Bootcamp Software Quality Assurance – Juara Coding (2023)"",""Training Outsystems Developer – PT Bank Central Asia Tbk (BCA) (2023)"",""Training Quality Assurance – Habis Kerja (2023)"",""Microsoft Office Access (2014)"",""IBM Software Focus @ CAMS (Cloud-Analytics & Big Data-Mobile-Social) (2014)"",""Kiat Sukses Berkarir di Dunia Perbankan – LPKIA (2014)"",""Reach Your Success – LPKIA (2014)"",""IT Entrepreneur? Why Not? – LPKIA (2014)"",""Kiat Sukses Berkarir di Dunia IT – LPKIA (2014)"",""Kiat Sukses Menembus Pasar Karir Global – LPKIA (2014)"",""Peranan Office 365 dalam Menunjang Karir di Masa Depan – LPKIA (2014)""]",8000000.0,12000000.0
SKU-STNU1056,Staff front end dev,,2,Mid-Level,"Semarang, Jawa tengah",Binar Academy • product management • 11/2023 - 03/2024,STMIK Provisi IT College • S1 in Informatika • 01/2015 - 12/2019,,0,0,,"Agile Project Management, Agile & Waterfall Methodologies, Analytical Skills, axios, Backlog Management, Boostrapvue, Business Strategy, Cascading Style Sheets (CSS), JavaScript, jQuery, Komunikasi, Laravel, Manajemen Produk, Manajemen Waktu, Metodologi Tangkas, MySQL, Objectives and Key Results (OKRs), Pemecahan Masalah, Pengembangan Aplikasi, Managed Product Lifecycle Management for multiple projects, resulting in a 15% decrease
in time-to-market. Streamlined development process and improved efficiency for the
business.
•
Membuat digital menu app restoran
•
Mendesain fitur dengan figma
•
Implemented A/B testing for UI/UX improvements, resulting in a 10% increase in
conversion rates and a 5% decrease in cart abandonment, contributing to a 15% growth
in online sales.
•
Developed responsive web design for mobile devices, leading to a 25% increase in mobile
traffic and a 20% boost in conversion rates, resulting in a 30% increase in online sales.
•
Implemented responsive design strategies, leading to a 25% increase in mobile traffic
and a 30% boost in conversion rates, resulting in a 20% increase in overall revenue.
•
Pengembangan Web, Presentation Skills, Problem Solving, Product Development, Product
Lifecycle Management, Product Requirements, product roadmap, Product Strategy, Public
Speaking, REST APIs, Riset Pasar, Scrum, Sprint Backlog, Strategi Go-to-Market, Technical
Product Management, Trello, Vue.js, product management","[""Product Management First Steps • 10/2023 - Present LinkedIn"",""Product Management: Building a Product Strategy • 10/2023 - Present LinkedIn""]",8000000.0,12000000.0
SKU-WENU1142,Web Fullstack Developer,,1,Junior,"Katapang, Kab. Bandung, Jawa Barat",Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Mardira Indonesia Bandung - Teknik Informatika/Ahli Madya Komputer (A.Md.Kom.) - 2023,SMK MARHAMAH HASANAH - Teknologi Rekayasa Perangkat Lunak - 2020,,0,0,,"MySQL Workbench, MySQL, Microsoft Access, MariaDB, JavaScript Frameworks, Bootstrap (Front-End Framework), HTML5, Cascading Style Sheets (CSS), Node.js, Angular (Web Framework), Vue.js, CorelDRAW (Corel Software), Adobe Photoshop, Blender 3D (3D Graphics Software), Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft Publisher, PHP, Laravel, CodeIgniter, Visual Basic (Programming Language), Java (Programming Language)","[""Bootcamp Front End Developer""]",6000000.0,9000000.0
SKU-FUNU1083,FullStack Developer,,2,Mid-Level,Riau,"University of Muhammadiyah Riau, Bachelors of Information System, 2022",,,0,0,,"Problem Solving, HTML, CSS (Bootstrap), Javascript (jǪuery & AJAX), PHP Framework (Laravel & Codeigniter), GIT, Database (MySǪL), REST API","[""Laravel : Pemula sampai Mahir, Udemy, May 2023"",""Cloud Practitioner Essentials (Belajar Dasar AWS Cloud), Dicoding Indonesia, May 2023"",""Pemrograman PHP : Pemula sampai Mahir, Udemy, April 2023""]",6000000.0,10000000.0
SKU-BANU1320,Backend Developer,,0,Junior,"Bandung, Indonesia",SMK Negeri 4 Bandung (Vocational High School) | Computer Engineering | 2021 – 2024,,,0,0,,"PHP, Node.js, TypeScript, Python, Java, Express, NestJS, Django Rest, FastAPI, Laravel, Git, GitHub/GitLab, Linux, Windows","[""Internship Completion - PT Padepokan 79 - May 2024"",""Competency Assessment Certification - PT Padepokan 79 - May 2024"",""Python Basic - HackerRank - Aug 2024"",""Node.js Intermediate - HackerRank - Aug 2024"",""Rest API’s Intermediate - HackerRank - Aug 2024"",""Java Basic - HackerRank - Aug 2024"",""Golang Basic - HackerRank - Aug 2024""]",4000000.0,7000000.0
SKU-MINU613,Middle PHP Developer,,1,Mid-Level,,"Bachelor Degree, Computer Science, Dian Nuswantoro University, Feb 2023",,,0,0,,"Figma UI/UX Desainer, HTML, CSS, JavaScript, JQuery, PHP (Codeigniter, Laravel, Zend, Symfony), Java, Flutter, React Js",[],8000000.0,12000000.0
SKU-NUFU245,,Fullstack Developer,0,Junior,Makassar,S1 – Teknik Informatika,,,0,0,,,,3000000.0,5000000.0
SKU-PRNU1248,Programmer,,3,Mid-Level,,"Bachelor of Computer Science, UNIVERSAL UNIVERSITY (2016-2020)","General Administration, SDS MAITREYAWIRA BATAM (2017-2020)",,0,0,,"HTML, CSS, JavaScript, Node.js, Python, MongoDB, MySQL, React, Express, openerp, Wordpress, Laravel, Flutter, Openerp API, NodeJS API and Laravel API",[],8000000.0,12000000.0
SKU-FUNU517,Full Stack Developer,,1,Junior,"Kabupaten Bekasi, Jawa Barat","Universitas Islam Negeri Syarif Hidayatullah Jakarta, Tarjamah (Penerjemahan Arab-Indonesia), 2023",,,0,0,,"React.js, Next.js, Tailwind CSS, Redux, Node.js, Express.js, NestJS, MySQL, MongoDB, PostgreSQL, Git, GitHub, REST API, Cloud Computing (Vercel, Firebase), CI/CD","[""Resposive Web Design – FreeCodeCamp"",""Javascripth Algorithm and Data Structure – FreeCodeCamp"",""Front End Development Libraries – FreeCodeCamp"",""Frontend in Website Development – MySkill"",""Intro to Software Engineering – RevoU""]",6000000.0,9000000.0
SKU-NUNU738,,,0,Junior,"Bogor, Jawa Barat, Indonesia","Bachelor’s Degree, Universitas Pakuan – GPA 3.06. Bogor, Jawa Barat, Indonesia. September 2018 – Juni 2023",,,0,0,,"JavaScript, HTML, CSS, MySQL, phpMyAdmin, ReactJS, Node.js (ExpressJS), TailwindCSS, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Adobe Photoshop, Visual Studio Code, GitHub",,4000000.0,7000000.0
SKU-MONU1422,MOBILE DEVELOPER,,6,Mid-Level,"Jakarta, Indonesia",Bachelor of Computer Science | 2014-2019,,,0,0,,"Java, Kotlin, Android SDK, Android Studio, Gradle, RESTful APIs, Firebase, PHP, React Native, Unity, Laravel, Reactive programming, MVVM, Android Jetpack, Flutter, Unit and integration testing, Android architecture and design patterns","[""ICT PROJECT MANAGER Badan Nasional Sertifikasi Profesi | Desember 2016"",""CO-INSTRUCTOR OF CLOUD COMPUTING DIGITALENT SCHOLARSHIP Kominfo | December 2019""]",12000000.0,18000000.0
SKU-FRNU1217,Frontend,,0,Junior,Tegal,"Politeknik Purbaya Tegal Slawi, ID - Associate Degree(D-3) - Software Engineering August 2018 – August 2021",,,0,0,,"TypeScript, NextJS, Tailwindcss, Git, React native, React three fiber, Jira, Confluence, Mattermost, HTML, CSS, Bootstrap, CSS, ExpressJS, MySQL, Postgre, REST API, JSON, Sequelize, PrismaJS, Mongoose, MongoDB, NodeJS","[""Certificate Buildwithangga"",""Certificate English"",""Certificate""]",5000000.0,8000000.0
SKU-FUNU1393,Full-stack Developer,,4,Mid-Level,Bandung City,"Bachelor's Degree in Information Systems, University of computer indonesia, 2019 to 2023","Graduate of Vocational High School in Software Engineering, SMKN 4 Bandung, 2016 to 2019",,0,0,,"Nest.js, Express.js, Node-Red, lumen, adonis.js, Laravel, Vue.js, Nuxt.js, Next.js, React, Flutter, java, kotlin, SQL, NoSQL, Docker, RabbitMQ, Redis, Redis TimeSeries",[],8000000.0,14000000.0
SKU-JUNU1370,Junior backend engineer,,0,Junior,"Pancoran Mas, Jawa Barat, Indonesia","Universitas Pembangunan Nasional Veteran Jakarta, Bachelor of Computer Science, 2027","SMAN 1 BOJONG GEDE, MIPA, 2022",,0,0,,"Python, css, PHP, HTML, JavaScript, MySQL","[""Junior Web Developer"",""PCAP : Programming Essentials in Python"",""Junior web developer"",""PROA - PYTHON""]",4000000.0,6000000.0
SKU-STAN490,STAFF ANDROID DEVELOPER EDC,Android Developer,5,Mid-Level,"Bandung, Indonesia",POLITEKNIK NEGERI BANDUNG / ASSOCIATE DEGREE / DIPLOMA 3 / 2014 - 2017,,,10000000,0,,"Kotlin, Java, C#, C, C++, HTML, Javascript, PHP, SQL, No SQL, UML, Android",[],12000000.0,18000000.0
SKU-SONU1426,Software Engineer (Backend),,19,Senior,Jakarta Timur,Universitas Gunadarma – Majoring Sistem Informasi 1998 – 2003,,,0,0,,"Microservices, Golang, PHP, Laravel/Lumen framework, MySql database, Postgresql Database, MongoDB, Redis, Elasticsearch, Javascript, Jquery, Ubuntu, Git, Grpc, Docker",[],18000000.0,28000000.0
SKU-SEBA055,Senior .NET Developer,Backend Developer,8,Senior,Indonesia,"Universitas Ma Chung - Bachelor of Informatics Engineering, 3.48/4.00 (Jul 2011 - Aug 2016)",,,0,0,,".NET Framework, .NET Core, Entity Framework, Java Spring boot, JPA / Hibernate, Javascript, NodeJS, ExpressJS, NextJS, jQuery, SQL Server, PostgreSQL, Azure Cloud, Github","[""Sitecore 10 .NET Developer Certification""]",18000000.0,28000000.0
SKU-FUNU533,Full stack Developer,,2,Mid-Level,Yogyakarta,"Universitas Negeri Semarang, Bachelor of Computer Science, 2024","SIB Binar Academy, Backend Java Course, December 2023","Bangkit Academy, Mobile Development, July 2023",0,0,,"Kotlin, Java, PHP, Python, Spring Framework, Laravel, Django, MySQL, PostgreSQL, Firebase, GitHub, Trello",,8000000.0,12000000.0
SKU-SONU707,SOFTWARE ENGINEER,,6,Mid-Level,,University Technology Yogyakarta (UTY) 2019 Major: Information Technology (S1),SMK 1 MUHAMMADIYAH WONOSOBO 2014 Major: Software Engineering,,0,0,,"Docker, Flutter, Node.js (Typescript / JavaScript), Next.js, Nuxt.js, Vue.js, React.js, PHP, CodeIgniter (HHMVC), Laravel, Cake PHP, SQL, PostgreSQL, Git, GitLab CI/CD, Java, Spring Boot, RabbitMQ, Linux, Google Cloud Platform, Firebase, Storage S3, Cloudflare, AWS",[],12000000.0,18000000.0
SKU-.NNU316,.NET Developer (Freelance),,8,Mid-Level,"Bandung, Indonesia","Bachelor in Information Technology, Maranatha Christian University, Apr 2013","Diploma in Information Technology, Insitut Teknologi Harapan Bangsa, Apr 2010",,0,0,,".NET/.NET Core Framework, C#, Vanilla Javascript, HTML, CSS, ASP.NET, ASP.NET Core, Entity Framework, JQuery, Azure DevOps, Azure Functions, MS SQL Server, T-SQL, React, Azure",[],8000000.0,14000000.0
SKU-FUNU1336,Fullstack developer,,4,Mid-Level,Sumedang,Politeknik Piksi Ganesha Bandung D4/S1 Manajemen Informatika 2016,SMK Medikacom Bandung Rekayasa Perangkat Lunak 2011,SMP PGRI 09 Bandung 2008,0,0,,"Go, Native PHP, Php Yii, Javascript, JQuery, Odoo Programming version 10,12,13, PHP Laravel, Codeigniter, Oracle, MySQL, Postgree, MongoDB, HTML, CSS, XML, YAML, Swagger Document API, Visual Basic.net, Github, Gitlab, Sublime Text, Intellij, Visual Studio Code, Windows, Linux, Debian, Docker","[""Sertifikasi SKKNI Junior Programing 13-16 Agustus 2018"",""Sertifikasi SKKNI Pengembangan Web Pratama 31 agustus- 1 September 2018"",""Sertifikasi SKKNI Junior Programer dan Web Programer 20-22 September 2018""]",8000000.0,12000000.0
SKU-DABA110,Data Analyst,Backend Developer,0,Junior,Jakarta,S1-Universitas Pancasila (Semester 7),SD-SMA PSKD Depok,,0,0,,"Laravel, Django, Flutter, Springboot, React JS, Tall Stack, C++, Java, Android Studio, SQL, Xampp",[],5000000.0,7000000.0
SKU-SONU1222,Software Engineer (Full Stack Developer),,5,Mid-Level,"Kabupaten Malang, Jawa Timur","S1 - SISTEM INFORMASI, STMIK PPKIA Tarakanita Rahmawati Tarakan, 2019","Teknik Komputer dan Jaringan, SMKN 2 Tarakan, 2015",,0,0,,"Go, .NET (C#, VB), Java, PHP, C++, MongoDB, MYSQL, Access Database, Vue.js, HTML, JavaScript, JSON",,8000000.0,12000000.0
SKU-TENU101,Technical Writer,,1,Junior,"Cipongkor, West Bandung","Suryakancana University - Cianjur, West Java 
Sep 2018 - Nov 2022
Bachelor’s Degree in Informatics Engineering, GPA: 3.68/4.00",,,0,0,,"HTML, CSS, Bootstrap, PHP, Laravel, Postman, MySQL, PostgreSQL",[],5000000.0,8000000.0
SKU-FUNU676,Full Stack Developer,,4,Mid-Level,"Kebon Jeruk, Jakarta Barat","Computer Science, Andalas Univesity, 2013-2019","IPA, SMA N 5 Bukittinggi, 2010-2013",,0,0,,"Backend, Laravel, Express Js, Node Js, .NET(Beginner), JAVA(Beginner), Frontend, Vue, React, Jquery, Nuxt Js, Next Js, Database, MySql, Postgresql, Redis, Meilisearch, GIT, Git Flow, CSS, Bootstrap, Tailwind",[],8000000.0,14000000.0
SKU-INNU1384,Information Systems Student | Junior Frontend Developer | Web Developer,,0,Junior,"Medan Kota, Sumatera Utara, Indonesia","STMIK Triguna Dharma, Sistem Informasi, null",,,0,0,,"Pemrograman Berorientasi Objek (OOP), JavaScript, SQL","[""Full-Stack Web Development"",""Short Class Frontend Development"",""Fundamental SQL Using SELECT Statement"",""Front End Development"",""Fundamental Jaringan Komputer""]",4000000.0,6000000.0
SKU-IONU268,iOS Developer,,5,Mid-Level,"Pasuruan, East Java, ID","Indonesian Computer University Bandung, West Java, ID, B.Sc Computer Science GPA: 3.45 2015 - 2019",,,0,0,Immediately,"Swift, Objective-C, C++, Python, Xcode, SwiftUI, CoreData, Firebase, Realm, UIKit, Git, Postman, Figma",,12000000.0,18000000.0
SKU-SUNU1342,Surveyor,,0,Junior,Bandung,Binar Academy – Back End Engineering Bootcamp Nov 2023 - Mar 2024,"Universitas Padjadjaran – Bachelor of Geological Engineering, GPA: 3.57 of 4.00 Aug 2018 - Jan 2023",,0,0,,"Javascript, PostgreSQL, Expressjs, Github, GCP, Docker, Visual Studio Code, Postman, ArcGIS, RockWorks, Surfer, CorelDraw, Microsoft Office, ADMT 300 HT2, Global Mapper, Dips, Microsoft Azure AI","[""Microsoft AI Engineer Associate – Microsoft through KOMINFO Digitalent May 2024 - May 2025"",""Ahli Keselamatan & Kesehatan Kerja Umum (AK3U) – BNSP Oct 2023 - Oct 2026""]",5000000.0,8000000.0
SKU-KONU299,konten kreator,,0,Entry-Level,bandung,"Sma Pasundan 2 bandung, Ilmu pengetahuan sosial",,,0,0,,,,3000000.0,5000000.0
SKU-FUNU1102,Fullstack Developer,,0,Mid-Level,Yogyakarta,,,,0,0,,"Typescript, Javascript, React.js, Next.js, C#, ASP.Net Core, Azure function, SQL Server, CosmosDB, Vue.js, Nuxt.js, PostgreSQL, Supabase",,8000000.0,14000000.0
SKU-MONU909,Mobile Development Path Mentor,,2,Mid-Level,"Karawaci, Tangerang, Banten","Brawijaya University - Malang/Indonesia Aug 2020 - Jan 2024
Bachelor Degree in Informatics Engineering, 3.91/4.00",,,0,0,,"Android Studio, Kotlin, UI/UX Design, Figma, Dart, Flutter, Leadership, Public Speaking, Team-Work","[""Belajar Membuat Aplikasi Android dengan Jetpack Compose License by Dicoding Indonesia"",""Belajar Dasar UX Design License by Dicoding Indonesia"",""Belajar Pengembangan Aplikasi Android Intermediate License by Dicoding Indonesia""]",8000000.0,12000000.0
SKU-FUNU677,Full Stack Developer,,4,Mid-Level,"Kebon Jeruk, Jakarta Barat","Computer Science
Andalas Univesity
2013-2019","IPA
SMA N 5 Bukittinggi
2010-2013",,0,0,,"Laravel, Express Js, Node Js, .NET(Beginner), JAVA(Beginner), Vue, React, Jquery, Nuxt Js, Next Js, MySql, Postgresql, Redis, Meilisearch, GIT, Git Flow, CSS, Bootstrap, Tailwind",[],8000000.0,12000000.0
SKU-SONU381,Software Engineer,,4,Mid-Level,,Bachelor of Informatics Engineering – GPA 3.39 – Langlangbuana University (2020),,,0,0,,"Go, PHP (Laravel & Codeigniter), Kotlin & Java, PostgreSQL, MySQL",,8000000.0,14000000.0
SKU-SOIO288,Software Engineer,iOS Developer,3,Mid-Level,,Telkom University - Software Engineer,Universitas Pendidikan Indonesia - Bachelor of Computer,,0,0,,"iOS Development, Swift, Android Development, SwiftUI / UIKit, Kotlin, Xcode, Retrofit, Android Studio, MVVM Design Architecture, Object Oriented Programming, Bug Fixing, RESTful API, Android Life Cycle, Git Version Control, Clean Architecture, Dependency Injection, Flutter, Java",[],8000000.0,14000000.0
SKU-FUNU1409,Full Stack Web Developer,,2,Mid-Level,"Pancoran Jakarta Selatan, Indonesia","Padang State Polytechnic | Information Technology Padang, Indonesia | 2019 - 2022",,,0,0,,"PHP, JavaScript, C++, JAVA, SQL, Laravel, CodeIgnitor, React Js, Microsoft Power BI, Excel, Word, Power Point, Visual Studio Code","[""Bootcamp Juara Coding MongoDB, Express, React, dan Node (MERN) Javascript full stack (2023)"",""Certification Program Internship (February 2022- July 2022 -Bandung)"",""Certification resource person for digital marketing training activities in the city of Bandung (2022)"",""IT Staff at the Padang State Polytechnic Cybertech Organization in (2022 - Padang)"",""Course in the Cisco Networking Academy (2020)""]",8000000.0,12000000.0
SKU-SONU1401,Software Engineer Backend,,6,Mid-Level,"Mlati, Sleman Yogyakarta","Duta Wacana Christian University, faculty of Informatics Engineering, major : Information Technology, 2017",,,0,0,,"python, pandas, C++, Java",[],10000000.0,15000000.0
SKU-GUCO127,Guru Bahasa Indonesia,Content Writer Intern,1,Junior,"Bogor, Jawa Barat",UNIVERSITAS NEGERI PADANG/Pendidikan Bahasa dan Sastra Indonesia/2025,,,0,0,,"Pengajaran Bahasa Indonesia, Pengembangan Materi Pembelajaran, Strategi Konten Sosia Media, Pengelolaan Media Sosial (Instagram, Facebook, Twitter, Linkedin)","[""Designing Using Canva Certification (MySkill) | Diterbitkan: Jan 2025"",""Backend in Website Development Certification (My Skill) | Diterbitkan: Jan 2025""]",4000000.0,6000000.0
SKU-BANU1359,Back-end Developer Intern,,1,Junior,Klaten,"Universitas Ahmad Dahlan 2020 - 2024
S1 Informatika - IPK: 3.88","Bangkit Academy 2023 - 2024
Cloud Computing
Mobile Development","SMK Negeri 1 Klaten 2017- 2020
Teknik Komputer dan Jaringan",0,0,,"JavaScript, TypeScript, PHP, Go, Kotlin, Express, Hapi, Laravel, Fiber, Echo, MySQL, PostgreSQL, Redis, Firebase, MongoDB, Docker, GNU/Linux","[""Associate Cloud Engineer - Google Cloud (Bangkit H-2 2023), 31 Maret 2024"",""Menjadi Google Cloud Architect - Dicoding Indonesia (Bangkit H-2 2023), 19 Mei 2024"",""Belajar Fundamental Aplikasi Back-End - Dicoding Indonesia (AWS Back-End Academy 2024), 20 Juli 2024"",""Membangun Arsitektur Cloud di AWS - Dicoding Indonesia (AWS Back-End Academy 2024), 11 Juli 202"",""Belajar Fundamental Aplikasi Android - Dicoding Indonesia (Bangkit H-1 2023), 1 April 2023""]",6000000.0,9000000.0
SKU-STCO295,Streamer,Content Creator,3,Junior,"Bandung, Indonesia","Universitas Pasundan - Jl. Lengkong Besar 68, Bandung Oct 2022 - May 2026 (Expected)
Bachelor
IPK : 3.81/4.00","SMK Mathla'ul Anwar - Jl. Terusan Kopo No.32, Margahayu Sel., Bandung Jul 2018 - Apr 2021
High School",,0,0,,"Capcut, Canva & CorelDraw, Microsoft Word, Microsoft Excel",[],4000000.0,6000000.0
SKU-FRNU526,freelancer,,3,Mid-Level,Parepare,"Teknik Informatika / 2020, IPK 3.33/4.0
Universitas Muhammadiyah Parepare",,,0,0,,"HTML, CSS, PHP, Laravel, NextJS, React, React Native, Tailwind CSS,
Bootstrap, Node.js, Javascript, JQuery, MySQL, Firebase Console, Postman, Github, Linux Ubuntu, AWS, Azure",,5000000.0,9000000.0
SKU-FUNU1196,Fullstack Developer,,10,Mid-Level,"Sleman, Daerah Istimewa Yogyakarta","STMIK AMIKOM YOGYAKARTA, Bachelor's Degree in Computer Science/Information Technology, 2011","STMIK AMIKOM YOGYAKARTA, Associate Degree in Computer Science/Information Technology, 2009",,0,0,,"PHP Programming (Laravel lumen), ASP.NET MVC C#, MySQL, Web API .Net C#, Golang, NodeJS/ExpressJS, PugJS, Fomantic-UI, Neo4j, CSS Bootstrap, Javascript, SQL Server, Angular, .NET Core",[],8000000.0,13000000.0
